Session_Name_,TRIAL_LABEL,cond,givennew,nptype,ANTIC,BIN_INDEX,AVERAGE_IA_1_SAMPLE_COUNT_%,AVERAGE_IA_2_SAMPLE_COUNT_%,AVERAGE_IA_3_SAMPLE_COUNT_%,AVERAGE_IA_4_SAMPLE_COUNT_%,AVERAGE_IA_5_SAMPLE_COUNT_%,AVERAGE_IA_6_SAMPLE_COUNT_%,AVERAGE_IA_7_SAMPLE_COUNT_%,IA7_span_checker,IA7_despanned,AVERAGE_IA_0_SAMPLE_COUNT_%,S2_SELECTEDITEM,s1target,s2target,Trial_Index_,desc_offset,desc_onset,descpt2_onset,instruction1,instruction2,loc1,loc2,loc3,loc4,loc5,loc6,obj1,obj2,obj3,obj4,obj5,obj6,s1dest,s1destwithoffset,s2_offset,s2dest,s2destwithoffset,type,list,trialid
MS007L3,Trial: 3,pronoun_new,new,pronoun,0,0,0,0,0.75,0,0,0.17,0,OK,0,0.08,OBJ1,house1.jpg,house1.jpg,3,746,665,734,S1house_9.wav,S2pronoun_8.wav,11,10,2,7,3,6,house1.jpg,house2.jpg,closedlock.jpg,openlock.jpg,bumpercar.jpg,calculator.jpg,9,21,1769,8,20,crit,3,9
MS007L3,Trial: 3,pronoun_new,new,pronoun,0,1,0,0,1,0,0,0,0,OK,0,0,OBJ1,house1.jpg,house1.jpg,3,746,665,734,S1house_9.wav,S2pronoun_8.wav,11,10,2,7,3,6,house1.jpg,house2.jpg,closedlock.jpg,openlock.jpg,bumpercar.jpg,calculator.jpg,9,21,1769,8,20,crit,3,9
MS007L3,Trial: 3,pronoun_new,new,pronoun,0,2,0,0,1,0,0,0,0,OK,0,0,OBJ1,house1.jpg,house1.jpg,3,746,665,734,S1house_9.wav,S2pronoun_8.wav,11,10,2,7,3,6,house1.jpg,house2.jpg,closedlock.jpg,openlock.jpg,bumpercar.jpg,calculator.jpg,9,21,1769,8,20,crit,3,9
MS007L3,Trial: 3,pronoun_new,new,pronoun,0,3,0,0,1,0,0,0,0,OK,0,0,OBJ1,house1.jpg,house1.jpg,3,746,665,734,S1house_9.wav,S2pronoun_8.wav,11,10,2,7,3,6,house1.jpg,house2.jpg,closedlock.jpg,openlock.jpg,bumpercar.jpg,calculator.jpg,9,21,1769,8,20,crit,3,9
MS007L3,Trial: 3,pronoun_new,new,pronoun,0,4,0,0,0.33,0,0,0.58,0,OK,0,0.08,OBJ1,house1.jpg,house1.jpg,3,746,665,734,S1house_9.wav,S2pronoun_8.wav,11,10,2,7,3,6,house1.jpg,house2.jpg,closedlock.jpg,openlock.jpg,bumpercar.jpg,calculator.jpg,9,21,1769,8,20,crit,3,9
MS007L3,Trial: 3,pronoun_new,new,pronoun,0,5,0,0.83,0,0,0,0,0,OK,0,0.17,OBJ1,house1.jpg,house1.jpg,3,746,665,734,S1house_9.wav,S2pronoun_8.wav,11,10,2,7,3,6,house1.jpg,house2.jpg,closedlock.jpg,openlock.jpg,bumpercar.jpg,calculator.jpg,9,21,1769,8,20,crit,3,9
MS007L3,Trial: 3,pronoun_new,new,pronoun,0,6,0,1,0,0,0,0,0,OK,0,0,OBJ1,house1.jpg,house1.jpg,3,746,665,734,S1house_9.wav,S2pronoun_8.wav,11,10,2,7,3,6,house1.jpg,house2.jpg,closedlock.jpg,openlock.jpg,bumpercar.jpg,calculator.jpg,9,21,1769,8,20,crit,3,9
MS007L3,Trial: 3,pronoun_new,new,pronoun,0,7,0,1,0,0,0,0,0,OK,0,0,OBJ1,house1.jpg,house1.jpg,3,746,665,734,S1house_9.wav,S2pronoun_8.wav,11,10,2,7,3,6,house1.jpg,house2.jpg,closedlock.jpg,openlock.jpg,bumpercar.jpg,calculator.jpg,9,21,1769,8,20,crit,3,9
MS007L3,Trial: 3,pronoun_new,new,pronoun,0,8,0,0.83,0,0,0,0,0,OK,0,0.17,OBJ1,house1.jpg,house1.jpg,3,746,665,734,S1house_9.wav,S2pronoun_8.wav,11,10,2,7,3,6,house1.jpg,house2.jpg,closedlock.jpg,openlock.jpg,bumpercar.jpg,calculator.jpg,9,21,1769,8,20,crit,3,9
MS007L3,Trial: 3,pronoun_new,new,pronoun,0,9,0,0,0,0,0,0,1,OK,1,0,OBJ1,house1.jpg,house1.jpg,3,746,665,734,S1house_9.wav,S2pronoun_8.wav,11,10,2,7,3,6,house1.jpg,house2.jpg,closedlock.jpg,openlock.jpg,bumpercar.jpg,calculator.jpg,9,21,1769,8,20,crit,3,9
MS007L3,Trial: 3,pronoun_new,new,pronoun,0,10,0,0,0,0,0,0,1,OK,1,0,OBJ1,house1.jpg,house1.jpg,3,746,665,734,S1house_9.wav,S2pronoun_8.wav,11,10,2,7,3,6,house1.jpg,house2.jpg,closedlock.jpg,openlock.jpg,bumpercar.jpg,calculator.jpg,9,21,1769,8,20,crit,3,9
MS007L3,Trial: 3,pronoun_new,new,pronoun,0,11,0,0,0,0,0,0,1,OK,1,0,OBJ1,house1.jpg,house1.jpg,3,746,665,734,S1house_9.wav,S2pronoun_8.wav,11,10,2,7,3,6,house1.jpg,house2.jpg,closedlock.jpg,openlock.jpg,bumpercar.jpg,calculator.jpg,9,21,1769,8,20,crit,3,9
MS007L3,Trial: 3,pronoun_new,new,pronoun,0,12,0,0,0,0,0,0,1,OK,1,0,OBJ1,house1.jpg,house1.jpg,3,746,665,734,S1house_9.wav,S2pronoun_8.wav,11,10,2,7,3,6,house1.jpg,house2.jpg,closedlock.jpg,openlock.jpg,bumpercar.jpg,calculator.jpg,9,21,1769,8,20,crit,3,9
MS007L3,Trial: 3,pronoun_new,new,pronoun,0,13,0,0,0,0,0,0,1,OK,1,0,OBJ1,house1.jpg,house1.jpg,3,746,665,734,S1house_9.wav,S2pronoun_8.wav,11,10,2,7,3,6,house1.jpg,house2.jpg,closedlock.jpg,openlock.jpg,bumpercar.jpg,calculator.jpg,9,21,1769,8,20,crit,3,9
MS007L3,Trial: 3,pronoun_new,new,pronoun,0,14,0,0,0,0,0,0,1,OK,1,0,OBJ1,house1.jpg,house1.jpg,3,746,665,734,S1house_9.wav,S2pronoun_8.wav,11,10,2,7,3,6,house1.jpg,house2.jpg,closedlock.jpg,openlock.jpg,bumpercar.jpg,calculator.jpg,9,21,1769,8,20,crit,3,9
MS007L3,Trial: 3,pronoun_new,new,pronoun,0,15,0,0,0,0,0,0,1,OK,1,0,OBJ1,house1.jpg,house1.jpg,3,746,665,734,S1house_9.wav,S2pronoun_8.wav,11,10,2,7,3,6,house1.jpg,house2.jpg,closedlock.jpg,openlock.jpg,bumpercar.jpg,calculator.jpg,9,21,1769,8,20,crit,3,9
MS007L3,Trial: 3,pronoun_new,new,pronoun,0,16,0,0,0,0,0,0,1,OK,1,0,OBJ1,house1.jpg,house1.jpg,3,746,665,734,S1house_9.wav,S2pronoun_8.wav,11,10,2,7,3,6,house1.jpg,house2.jpg,closedlock.jpg,openlock.jpg,bumpercar.jpg,calculator.jpg,9,21,1769,8,20,crit,3,9
MS007L3,Trial: 3,pronoun_new,new,pronoun,0,17,0,0,0,0,0,0,1,OK,1,0,OBJ1,house1.jpg,house1.jpg,3,746,665,734,S1house_9.wav,S2pronoun_8.wav,11,10,2,7,3,6,house1.jpg,house2.jpg,closedlock.jpg,openlock.jpg,bumpercar.jpg,calculator.jpg,9,21,1769,8,20,crit,3,9
MS007L3,Trial: 3,pronoun_new,new,pronoun,0,18,0,0,0,0,0,0,1,OK,1,0,OBJ1,house1.jpg,house1.jpg,3,746,665,734,S1house_9.wav,S2pronoun_8.wav,11,10,2,7,3,6,house1.jpg,house2.jpg,closedlock.jpg,openlock.jpg,bumpercar.jpg,calculator.jpg,9,21,1769,8,20,crit,3,9
MS007L3,Trial: 3,pronoun_new,new,pronoun,0,19,0,0,0,0,0,0,1,OK,1,0,OBJ1,house1.jpg,house1.jpg,3,746,665,734,S1house_9.wav,S2pronoun_8.wav,11,10,2,7,3,6,house1.jpg,house2.jpg,closedlock.jpg,openlock.jpg,bumpercar.jpg,calculator.jpg,9,21,1769,8,20,crit,3,9
MS007L3,Trial: 6,NP_new,new,NP,0,0,0,0,0,1,0,0,0,OK,0,0,OBJ2,lunchboxrocket.jpg,lunchboxflowers.jpg,6,2028,1009,1312,S1lunchboxrocket_10.wav,S2lunchboxrocket_NPnew.wav,9,12,1,6,5,4,lunchboxrocket.jpg,lunchboxflowers.jpg,cad.jpg,usd.jpg,dropper.jpg,olive.jpg,10,22,3043,8,20,crit,3,3
MS007L3,Trial: 6,NP_new,new,NP,0,1,0,0.08,0,0.25,0,0,0,OK,0,0.67,OBJ2,lunchboxrocket.jpg,lunchboxflowers.jpg,6,2028,1009,1312,S1lunchboxrocket_10.wav,S2lunchboxrocket_NPnew.wav,9,12,1,6,5,4,lunchboxrocket.jpg,lunchboxflowers.jpg,cad.jpg,usd.jpg,dropper.jpg,olive.jpg,10,22,3043,8,20,crit,3,3
MS007L3,Trial: 6,NP_new,new,NP,0,2,0,1,0,0,0,0,0,OK,0,0,OBJ2,lunchboxrocket.jpg,lunchboxflowers.jpg,6,2028,1009,1312,S1lunchboxrocket_10.wav,S2lunchboxrocket_NPnew.wav,9,12,1,6,5,4,lunchboxrocket.jpg,lunchboxflowers.jpg,cad.jpg,usd.jpg,dropper.jpg,olive.jpg,10,22,3043,8,20,crit,3,3
MS007L3,Trial: 6,NP_new,new,NP,0,3,0,1,0,0,0,0,0,OK,0,0,OBJ2,lunchboxrocket.jpg,lunchboxflowers.jpg,6,2028,1009,1312,S1lunchboxrocket_10.wav,S2lunchboxrocket_NPnew.wav,9,12,1,6,5,4,lunchboxrocket.jpg,lunchboxflowers.jpg,cad.jpg,usd.jpg,dropper.jpg,olive.jpg,10,22,3043,8,20,crit,3,3
MS007L3,Trial: 6,NP_new,new,NP,0,4,0,1,0,0,0,0,0,OK,0,0,OBJ2,lunchboxrocket.jpg,lunchboxflowers.jpg,6,2028,1009,1312,S1lunchboxrocket_10.wav,S2lunchboxrocket_NPnew.wav,9,12,1,6,5,4,lunchboxrocket.jpg,lunchboxflowers.jpg,cad.jpg,usd.jpg,dropper.jpg,olive.jpg,10,22,3043,8,20,crit,3,3
MS007L3,Trial: 6,NP_new,new,NP,0,5,0,1,0,0,0,0,0,OK,0,0,OBJ2,lunchboxrocket.jpg,lunchboxflowers.jpg,6,2028,1009,1312,S1lunchboxrocket_10.wav,S2lunchboxrocket_NPnew.wav,9,12,1,6,5,4,lunchboxrocket.jpg,lunchboxflowers.jpg,cad.jpg,usd.jpg,dropper.jpg,olive.jpg,10,22,3043,8,20,crit,3,3
MS007L3,Trial: 6,NP_new,new,NP,0,6,0,1,0,0,0,0,0,OK,0,0,OBJ2,lunchboxrocket.jpg,lunchboxflowers.jpg,6,2028,1009,1312,S1lunchboxrocket_10.wav,S2lunchboxrocket_NPnew.wav,9,12,1,6,5,4,lunchboxrocket.jpg,lunchboxflowers.jpg,cad.jpg,usd.jpg,dropper.jpg,olive.jpg,10,22,3043,8,20,crit,3,3
MS007L3,Trial: 6,NP_new,new,NP,0,7,0,1,0,0,0,0,0,OK,0,0,OBJ2,lunchboxrocket.jpg,lunchboxflowers.jpg,6,2028,1009,1312,S1lunchboxrocket_10.wav,S2lunchboxrocket_NPnew.wav,9,12,1,6,5,4,lunchboxrocket.jpg,lunchboxflowers.jpg,cad.jpg,usd.jpg,dropper.jpg,olive.jpg,10,22,3043,8,20,crit,3,3
MS007L3,Trial: 6,NP_new,new,NP,0,8,0,1,0,0,0,0,0,OK,0,0,OBJ2,lunchboxrocket.jpg,lunchboxflowers.jpg,6,2028,1009,1312,S1lunchboxrocket_10.wav,S2lunchboxrocket_NPnew.wav,9,12,1,6,5,4,lunchboxrocket.jpg,lunchboxflowers.jpg,cad.jpg,usd.jpg,dropper.jpg,olive.jpg,10,22,3043,8,20,crit,3,3
MS007L3,Trial: 6,NP_new,new,NP,0,9,0,1,0,0,0,0,0,OK,0,0,OBJ2,lunchboxrocket.jpg,lunchboxflowers.jpg,6,2028,1009,1312,S1lunchboxrocket_10.wav,S2lunchboxrocket_NPnew.wav,9,12,1,6,5,4,lunchboxrocket.jpg,lunchboxflowers.jpg,cad.jpg,usd.jpg,dropper.jpg,olive.jpg,10,22,3043,8,20,crit,3,3
MS007L3,Trial: 6,NP_new,new,NP,0,10,0,1,0,0,0,0,0,OK,0,0,OBJ2,lunchboxrocket.jpg,lunchboxflowers.jpg,6,2028,1009,1312,S1lunchboxrocket_10.wav,S2lunchboxrocket_NPnew.wav,9,12,1,6,5,4,lunchboxrocket.jpg,lunchboxflowers.jpg,cad.jpg,usd.jpg,dropper.jpg,olive.jpg,10,22,3043,8,20,crit,3,3
MS007L3,Trial: 6,NP_new,new,NP,0,11,0,1,0,0,0,0,0,OK,0,0,OBJ2,lunchboxrocket.jpg,lunchboxflowers.jpg,6,2028,1009,1312,S1lunchboxrocket_10.wav,S2lunchboxrocket_NPnew.wav,9,12,1,6,5,4,lunchboxrocket.jpg,lunchboxflowers.jpg,cad.jpg,usd.jpg,dropper.jpg,olive.jpg,10,22,3043,8,20,crit,3,3
MS007L3,Trial: 6,NP_new,new,NP,0,12,0,1,0,0,0,0,0,OK,0,0,OBJ2,lunchboxrocket.jpg,lunchboxflowers.jpg,6,2028,1009,1312,S1lunchboxrocket_10.wav,S2lunchboxrocket_NPnew.wav,9,12,1,6,5,4,lunchboxrocket.jpg,lunchboxflowers.jpg,cad.jpg,usd.jpg,dropper.jpg,olive.jpg,10,22,3043,8,20,crit,3,3
MS007L3,Trial: 6,NP_new,new,NP,0,13,0,1,0,0,0,0,0,OK,0,0,OBJ2,lunchboxrocket.jpg,lunchboxflowers.jpg,6,2028,1009,1312,S1lunchboxrocket_10.wav,S2lunchboxrocket_NPnew.wav,9,12,1,6,5,4,lunchboxrocket.jpg,lunchboxflowers.jpg,cad.jpg,usd.jpg,dropper.jpg,olive.jpg,10,22,3043,8,20,crit,3,3
MS007L3,Trial: 6,NP_new,new,NP,0,14,0,1,0,0,0,0,0,OK,0,0,OBJ2,lunchboxrocket.jpg,lunchboxflowers.jpg,6,2028,1009,1312,S1lunchboxrocket_10.wav,S2lunchboxrocket_NPnew.wav,9,12,1,6,5,4,lunchboxrocket.jpg,lunchboxflowers.jpg,cad.jpg,usd.jpg,dropper.jpg,olive.jpg,10,22,3043,8,20,crit,3,3
MS007L3,Trial: 6,NP_new,new,NP,0,15,0,1,0,0,0,0,0,OK,0,0,OBJ2,lunchboxrocket.jpg,lunchboxflowers.jpg,6,2028,1009,1312,S1lunchboxrocket_10.wav,S2lunchboxrocket_NPnew.wav,9,12,1,6,5,4,lunchboxrocket.jpg,lunchboxflowers.jpg,cad.jpg,usd.jpg,dropper.jpg,olive.jpg,10,22,3043,8,20,crit,3,3
MS007L3,Trial: 6,NP_new,new,NP,0,16,0,0.25,0,0,0,0,0,OK,0,0,OBJ2,lunchboxrocket.jpg,lunchboxflowers.jpg,6,2028,1009,1312,S1lunchboxrocket_10.wav,S2lunchboxrocket_NPnew.wav,9,12,1,6,5,4,lunchboxrocket.jpg,lunchboxflowers.jpg,cad.jpg,usd.jpg,dropper.jpg,olive.jpg,10,22,3043,8,20,crit,3,3
MS007L3,Trial: 6,NP_new,new,NP,0,17,0,0,0,0,0,0,0,OK,0,0,OBJ2,lunchboxrocket.jpg,lunchboxflowers.jpg,6,2028,1009,1312,S1lunchboxrocket_10.wav,S2lunchboxrocket_NPnew.wav,9,12,1,6,5,4,lunchboxrocket.jpg,lunchboxflowers.jpg,cad.jpg,usd.jpg,dropper.jpg,olive.jpg,10,22,3043,8,20,crit,3,3
MS007L3,Trial: 6,NP_new,new,NP,0,18,0,0,0,0,0,0,0,OK,0,0,OBJ2,lunchboxrocket.jpg,lunchboxflowers.jpg,6,2028,1009,1312,S1lunchboxrocket_10.wav,S2lunchboxrocket_NPnew.wav,9,12,1,6,5,4,lunchboxrocket.jpg,lunchboxflowers.jpg,cad.jpg,usd.jpg,dropper.jpg,olive.jpg,10,22,3043,8,20,crit,3,3
MS007L3,Trial: 6,NP_new,new,NP,0,19,0,0,0,0,0,0,0,OK,0,0.58,OBJ2,lunchboxrocket.jpg,lunchboxflowers.jpg,6,2028,1009,1312,S1lunchboxrocket_10.wav,S2lunchboxrocket_NPnew.wav,9,12,1,6,5,4,lunchboxrocket.jpg,lunchboxflowers.jpg,cad.jpg,usd.jpg,dropper.jpg,olive.jpg,10,22,3043,8,20,crit,3,3
MS007L3,Trial: 9,pronoun_same,same,pronoun,0,0,0,0,1,0,0,0,0,OK,0,0,OBJ1,dog1.jpg,dog1.jpg,9,746,665,734,S1dog_2.wav,S2pronoun_8.wav,3,4,6,9,12,11,dog1.jpg,dog2.jpg,pointybulb.jpg,roundbulb.jpg,campfire.jpg,woodenfork.jpg,2,14,1769,8,20,crit,3,22
MS007L3,Trial: 9,pronoun_same,same,pronoun,0,1,0,0,1,0,0,0,0,OK,0,0,OBJ1,dog1.jpg,dog1.jpg,9,746,665,734,S1dog_2.wav,S2pronoun_8.wav,3,4,6,9,12,11,dog1.jpg,dog2.jpg,pointybulb.jpg,roundbulb.jpg,campfire.jpg,woodenfork.jpg,2,14,1769,8,20,crit,3,22
MS007L3,Trial: 9,pronoun_same,same,pronoun,0,2,0,0,1,0,0,0,0,OK,0,0,OBJ1,dog1.jpg,dog1.jpg,9,746,665,734,S1dog_2.wav,S2pronoun_8.wav,3,4,6,9,12,11,dog1.jpg,dog2.jpg,pointybulb.jpg,roundbulb.jpg,campfire.jpg,woodenfork.jpg,2,14,1769,8,20,crit,3,22
MS007L3,Trial: 9,pronoun_same,same,pronoun,0,3,0,0,1,0,0,0,0,OK,0,0,OBJ1,dog1.jpg,dog1.jpg,9,746,665,734,S1dog_2.wav,S2pronoun_8.wav,3,4,6,9,12,11,dog1.jpg,dog2.jpg,pointybulb.jpg,roundbulb.jpg,campfire.jpg,woodenfork.jpg,2,14,1769,8,20,crit,3,22
MS007L3,Trial: 9,pronoun_same,same,pronoun,0,4,0,0,1,0,0,0,0,OK,0,0,OBJ1,dog1.jpg,dog1.jpg,9,746,665,734,S1dog_2.wav,S2pronoun_8.wav,3,4,6,9,12,11,dog1.jpg,dog2.jpg,pointybulb.jpg,roundbulb.jpg,campfire.jpg,woodenfork.jpg,2,14,1769,8,20,crit,3,22
MS007L3,Trial: 9,pronoun_same,same,pronoun,0,5,0,0,1,0,0,0,0,OK,0,0,OBJ1,dog1.jpg,dog1.jpg,9,746,665,734,S1dog_2.wav,S2pronoun_8.wav,3,4,6,9,12,11,dog1.jpg,dog2.jpg,pointybulb.jpg,roundbulb.jpg,campfire.jpg,woodenfork.jpg,2,14,1769,8,20,crit,3,22
MS007L3,Trial: 9,pronoun_same,same,pronoun,0,6,0,0,0.08,0,0,0,0,OK,0,0.92,OBJ1,dog1.jpg,dog1.jpg,9,746,665,734,S1dog_2.wav,S2pronoun_8.wav,3,4,6,9,12,11,dog1.jpg,dog2.jpg,pointybulb.jpg,roundbulb.jpg,campfire.jpg,woodenfork.jpg,2,14,1769,8,20,crit,3,22
MS007L3,Trial: 9,pronoun_same,same,pronoun,0,7,0,0,0,0,0,0,0,OK,0,1,OBJ1,dog1.jpg,dog1.jpg,9,746,665,734,S1dog_2.wav,S2pronoun_8.wav,3,4,6,9,12,11,dog1.jpg,dog2.jpg,pointybulb.jpg,roundbulb.jpg,campfire.jpg,woodenfork.jpg,2,14,1769,8,20,crit,3,22
MS007L3,Trial: 9,pronoun_same,same,pronoun,0,8,0,0,0,0,0,0,0,OK,0,1,OBJ1,dog1.jpg,dog1.jpg,9,746,665,734,S1dog_2.wav,S2pronoun_8.wav,3,4,6,9,12,11,dog1.jpg,dog2.jpg,pointybulb.jpg,roundbulb.jpg,campfire.jpg,woodenfork.jpg,2,14,1769,8,20,crit,3,22
MS007L3,Trial: 9,pronoun_same,same,pronoun,0,9,0,0,0,0,0,0,0,OK,0,1,OBJ1,dog1.jpg,dog1.jpg,9,746,665,734,S1dog_2.wav,S2pronoun_8.wav,3,4,6,9,12,11,dog1.jpg,dog2.jpg,pointybulb.jpg,roundbulb.jpg,campfire.jpg,woodenfork.jpg,2,14,1769,8,20,crit,3,22
MS007L3,Trial: 9,pronoun_same,same,pronoun,0,10,0,0,0,0,0,0,0,OK,0,1,OBJ1,dog1.jpg,dog1.jpg,9,746,665,734,S1dog_2.wav,S2pronoun_8.wav,3,4,6,9,12,11,dog1.jpg,dog2.jpg,pointybulb.jpg,roundbulb.jpg,campfire.jpg,woodenfork.jpg,2,14,1769,8,20,crit,3,22
MS007L3,Trial: 9,pronoun_same,same,pronoun,0,11,0,0,0.5,0,0,0,0,OK,0,0.5,OBJ1,dog1.jpg,dog1.jpg,9,746,665,734,S1dog_2.wav,S2pronoun_8.wav,3,4,6,9,12,11,dog1.jpg,dog2.jpg,pointybulb.jpg,roundbulb.jpg,campfire.jpg,woodenfork.jpg,2,14,1769,8,20,crit,3,22
MS007L3,Trial: 9,pronoun_same,same,pronoun,0,12,0,0,1,0,0,0,0,OK,0,0,OBJ1,dog1.jpg,dog1.jpg,9,746,665,734,S1dog_2.wav,S2pronoun_8.wav,3,4,6,9,12,11,dog1.jpg,dog2.jpg,pointybulb.jpg,roundbulb.jpg,campfire.jpg,woodenfork.jpg,2,14,1769,8,20,crit,3,22
MS007L3,Trial: 9,pronoun_same,same,pronoun,0,13,0,0,1,0,0,0,0,OK,0,0,OBJ1,dog1.jpg,dog1.jpg,9,746,665,734,S1dog_2.wav,S2pronoun_8.wav,3,4,6,9,12,11,dog1.jpg,dog2.jpg,pointybulb.jpg,roundbulb.jpg,campfire.jpg,woodenfork.jpg,2,14,1769,8,20,crit,3,22
MS007L3,Trial: 9,pronoun_same,same,pronoun,0,14,0,0,1,0,0,0,0,OK,0,0,OBJ1,dog1.jpg,dog1.jpg,9,746,665,734,S1dog_2.wav,S2pronoun_8.wav,3,4,6,9,12,11,dog1.jpg,dog2.jpg,pointybulb.jpg,roundbulb.jpg,campfire.jpg,woodenfork.jpg,2,14,1769,8,20,crit,3,22
MS007L3,Trial: 9,pronoun_same,same,pronoun,0,15,0,0,1,0,0,0,0,OK,0,0,OBJ1,dog1.jpg,dog1.jpg,9,746,665,734,S1dog_2.wav,S2pronoun_8.wav,3,4,6,9,12,11,dog1.jpg,dog2.jpg,pointybulb.jpg,roundbulb.jpg,campfire.jpg,woodenfork.jpg,2,14,1769,8,20,crit,3,22
MS007L3,Trial: 9,pronoun_same,same,pronoun,0,16,0,0,0,0,0,0,0,OK,0,1,OBJ1,dog1.jpg,dog1.jpg,9,746,665,734,S1dog_2.wav,S2pronoun_8.wav,3,4,6,9,12,11,dog1.jpg,dog2.jpg,pointybulb.jpg,roundbulb.jpg,campfire.jpg,woodenfork.jpg,2,14,1769,8,20,crit,3,22
MS007L3,Trial: 9,pronoun_same,same,pronoun,0,17,0,0,0,0,0,0,0,OK,0,1,OBJ1,dog1.jpg,dog1.jpg,9,746,665,734,S1dog_2.wav,S2pronoun_8.wav,3,4,6,9,12,11,dog1.jpg,dog2.jpg,pointybulb.jpg,roundbulb.jpg,campfire.jpg,woodenfork.jpg,2,14,1769,8,20,crit,3,22
MS007L3,Trial: 9,pronoun_same,same,pronoun,0,18,0,0,0,0,0,0,0,OK,0,1,OBJ1,dog1.jpg,dog1.jpg,9,746,665,734,S1dog_2.wav,S2pronoun_8.wav,3,4,6,9,12,11,dog1.jpg,dog2.jpg,pointybulb.jpg,roundbulb.jpg,campfire.jpg,woodenfork.jpg,2,14,1769,8,20,crit,3,22
MS007L3,Trial: 9,pronoun_same,same,pronoun,0,19,0,0,0.75,0,0,0,0,OK,0,0.25,OBJ1,dog1.jpg,dog1.jpg,9,746,665,734,S1dog_2.wav,S2pronoun_8.wav,3,4,6,9,12,11,dog1.jpg,dog2.jpg,pointybulb.jpg,roundbulb.jpg,campfire.jpg,woodenfork.jpg,2,14,1769,8,20,crit,3,22
MS007L3,Trial: 12,NP_same,same,NP,0,0,0,0,0,0,0,0.17,0,OK,0,0.83,OBJ1,box1.jpg,box1.jpg,12,1718,938,1298,S1box_11.wav,S2box_NPsame.wav,9,12,5,7,4,6,box1.jpg,box2.jpg,halvedkiwi.jpg,wholekiwi.jpg,grater.jpg,printer.jpg,11,23,2778,3,15,crit,3,15
MS007L3,Trial: 12,NP_same,same,NP,0,1,0,0,0,0,0,1,0,OK,0,0,OBJ1,box1.jpg,box1.jpg,12,1718,938,1298,S1box_11.wav,S2box_NPsame.wav,9,12,5,7,4,6,box1.jpg,box2.jpg,halvedkiwi.jpg,wholekiwi.jpg,grater.jpg,printer.jpg,11,23,2778,3,15,crit,3,15
MS007L3,Trial: 12,NP_same,same,NP,0,2,0,0,0,0,0,1,0,OK,0,0,OBJ1,box1.jpg,box1.jpg,12,1718,938,1298,S1box_11.wav,S2box_NPsame.wav,9,12,5,7,4,6,box1.jpg,box2.jpg,halvedkiwi.jpg,wholekiwi.jpg,grater.jpg,printer.jpg,11,23,2778,3,15,crit,3,15
MS007L3,Trial: 12,NP_same,same,NP,0,3,0,0,0,0,0,1,0,OK,0,0,OBJ1,box1.jpg,box1.jpg,12,1718,938,1298,S1box_11.wav,S2box_NPsame.wav,9,12,5,7,4,6,box1.jpg,box2.jpg,halvedkiwi.jpg,wholekiwi.jpg,grater.jpg,printer.jpg,11,23,2778,3,15,crit,3,15
MS007L3,Trial: 12,NP_same,same,NP,0,4,0,0,0.33,0,0,0.17,0,OK,0,0.5,OBJ1,box1.jpg,box1.jpg,12,1718,938,1298,S1box_11.wav,S2box_NPsame.wav,9,12,5,7,4,6,box1.jpg,box2.jpg,halvedkiwi.jpg,wholekiwi.jpg,grater.jpg,printer.jpg,11,23,2778,3,15,crit,3,15
MS007L3,Trial: 12,NP_same,same,NP,0,5,0,0,1,0,0,0,0,OK,0,0,OBJ1,box1.jpg,box1.jpg,12,1718,938,1298,S1box_11.wav,S2box_NPsame.wav,9,12,5,7,4,6,box1.jpg,box2.jpg,halvedkiwi.jpg,wholekiwi.jpg,grater.jpg,printer.jpg,11,23,2778,3,15,crit,3,15
MS007L3,Trial: 12,NP_same,same,NP,0,6,0,0,1,0,0,0,0,OK,0,0,OBJ1,box1.jpg,box1.jpg,12,1718,938,1298,S1box_11.wav,S2box_NPsame.wav,9,12,5,7,4,6,box1.jpg,box2.jpg,halvedkiwi.jpg,wholekiwi.jpg,grater.jpg,printer.jpg,11,23,2778,3,15,crit,3,15
MS007L3,Trial: 12,NP_same,same,NP,0,7,0,0,0,0.17,0,0.33,0,OK,0,0.5,OBJ1,box1.jpg,box1.jpg,12,1718,938,1298,S1box_11.wav,S2box_NPsame.wav,9,12,5,7,4,6,box1.jpg,box2.jpg,halvedkiwi.jpg,wholekiwi.jpg,grater.jpg,printer.jpg,11,23,2778,3,15,crit,3,15
MS007L3,Trial: 12,NP_same,same,NP,0,8,0,0,0,0,0,0,0.67,OK,0.67,0.33,OBJ1,box1.jpg,box1.jpg,12,1718,938,1298,S1box_11.wav,S2box_NPsame.wav,9,12,5,7,4,6,box1.jpg,box2.jpg,halvedkiwi.jpg,wholekiwi.jpg,grater.jpg,printer.jpg,11,23,2778,3,15,crit,3,15
MS007L3,Trial: 12,NP_same,same,NP,0,9,0,0,0,0,0,0,1,OK,1,0,OBJ1,box1.jpg,box1.jpg,12,1718,938,1298,S1box_11.wav,S2box_NPsame.wav,9,12,5,7,4,6,box1.jpg,box2.jpg,halvedkiwi.jpg,wholekiwi.jpg,grater.jpg,printer.jpg,11,23,2778,3,15,crit,3,15
